c1		c2		c1parents		c2parents		conf		match		info		alt_c1		alt_c2		ignored_c1		ignored_c2	
wd:Q1751315	stony-iron meteorite	obo:ENVO_00002051	stony-iron meteorite	wd:Q60186	meteorite	obo:ENVO_00002035	meteorite	high		stony-iron meteorite		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q17517	mobile phone	obo:ENVO_01000581	mobile phone	wd:Q11035|wd:Q5082128	telephone|mobile device	obo:ENVO_01000580	telephone	high		mobile phone		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q175185	rural area	obo:ENVO_01000772	rural area	wd:Q2221906|wd:Q82794	geographic location|geographic region	obo:ENVO_01001200	anthropised terrestrial environmental zone	high		rural area		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q1757268	Planetary boundary layer	obo:ENVO_01000323	atmospheric boundary layer	wd:Q23497981	layer	obo:ENVO_01000544|obo:ENVO_01000267	boundary layer|atmosphere	high		planetary boundary layer		[info(label,exact,downcase)]	[info(label,exact,downcase)]								
wd:Q175768	mudslide	obo:ENVO_01000695	mudslide	wd:Q167903	landslide	obo:ENVO_01000690	mass wasting	high		mudslide		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q176848	pyrolysis	obo:ENVO_01000841	pyrolysis	wd:Q18511800|wd:Q36534	split|chemical reaction	obo:ENVO_01000840	thermolysis	high		pyrolysis		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q177197	stalactite	obo:ENVO_00000331	stalactite	wd:Q4984928	dripstone	obo:ENVO_00000327	speleothem	high		stalactite		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q177380	hot spring	obo:ENVO_00000051	hot spring	wd:Q124714	spring	obo:ENVO_00000027	spring	high		hot spring		[info(label,exact,downcase),info(label,label,downcase)]	[info(label,exact,downcase),info(label,label,downcase)]								
wd:Q177540	paraffin wax	obo:ENVO_02000118	paraffin wax			obo:ENVO_01000575	wax	high		paraffin wax		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q1776685	biosolids	obo:ENVO_00002059	biosolids	wd:Q899944	sludge	obo:ENVO_00002044	sludge	high		biosolids		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q177749	sidewalk	obo:ENVO_01001279	sidewalk	wd:Q83620	thoroughfare	obo:ENVO_01001272	constructed pavement	high		sidewalk		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q1778575	coal dust	obo:ENVO_02000099	coal dust	wd:Q165632	dust	obo:ENVO_00002008	dust	high		coal dust		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q1779287	lithometeor	obo:ENVO_01001012	lithometeor			obo:ENVO_01001008	meteor	high		lithometeor		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q178496	composting toilet	obo:ENVO_01000550	composting toilet	wd:Q18352682|wd:Q7857	dry toilet|toilet	obo:ENVO_01000528	dry toilet fixture	high		composting toilet		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q179057	explosion	obo:ENVO_03000090	explosion process			obo:ENVO_01000839	combustion process	high		explosion		[info(label,exact,downcase)]	[info(label,exact,downcase)]								
wd:Q180044	pumice	obo:ENVO_01000663	pumice	wd:Q108689	volcanic rock	obo:ENVO_00001995	rock	high		pumice		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q180516	room	obo:ENVO_01000426	room	wd:Q1299240|wd:Q17334923|wd:Q811979	interior space|location|architectural structure	obo:ENVO_01000420	building part	high		room		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q1806785	cinder cone	obo:ENVO_00000400	cinder cone	wd:Q8072	volcano	obo:ENVO_00000398	volcanic cone	high		cinder cone		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q1807059	bed base	obo:ENVO_01000592	bed base	wd:Q1762457	bedding	obo:ENVO_01000587	piece of furniture	high		bed base		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q181312	stalagmite	obo:ENVO_00000330	stalagmite	wd:Q4984928	dripstone	obo:ENVO_00000327	speleothem	high		stalagmite		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q181908	andesite	obo:ENVO_01000441	andesite	wd:Q47069	metamorphic rock	obo:ENVO_00002013	igneous rock	high		andesite		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q183129	water pollution	obo:ENVO_02500039	water pollution	wd:Q58734	pollution	obo:ENVO_02500036	environmental pollution	high		water pollution		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q18335	radiation	obo:ENVO_01001023	radiation			obo:ENVO_02500000	environmental system process	high		radiation		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q183496	adobe	obo:ENVO_00002870	adobe	wd:Q206615	building material	obo:ENVO_0010001	anthropogenic environmental material	high		adobe		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q184053	marl	obo:ENVO_01000853	marl	wd:Q28877|wd:Q660019	goods|pelite	obo:ENVO_00010483	environmental material	high		marl		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q184358	reef	obo:ENVO_00000130	rocky reef			obo:ENVO_00000012	hydrographic feature	high		reef		[info(label,exact,downcase)]	[info(label,exact,downcase)]								
wd:Q184395	seawater	obo:ENVO_00002149	sea water	wd:Q496805	saline water	obo:ENVO_00002010	saline water	high		seawater		[info(label,exact,downcase)]	[info(label,exact,downcase)]								
wd:Q1851937	tarn	obo:ENVO_00000455	tarn	wd:Q23397	lake	obo:ENVO_00000020	lake	high		tarn		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q185744	gel	obo:ENVO_01001561	gel	wd:Q214609	base material	obo:ENVO_01000814	solid environmental material	high		gel		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q186161	ionizing radiation	obo:ENVO_21001219	ionizing radiation	wd:Q18335	radiation	obo:ENVO_01001026	electromagnetic radiation	high		ionizing radiation		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q1869822	lopolith	obo:ENVO_01000735	lopolith	wd:Q61041319	intrusion	obo:ENVO_01000525	rock intrusion	high		lopolith		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q187156	travertine	obo:ENVO_00003982	travertine	wd:Q23757	limestone	obo:ENVO_00002053	limestone	high		travertine		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q1875633	aviation fuel	obo:ENVO_00003903	aviation fuel	wd:Q337540	motor fuel	obo:ENVO_00002985	oil	high		aviation fuel		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q187634	emulsion	obo:ENVO_00010506	emulsion	wd:Q181780	colloid	obo:ENVO_00010483	environmental material	high		emulsion		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q187971	wadi	obo:ENVO_00000031	wadi	wd:Q39816	valley	obo:ENVO_00000100|obo:ENVO_01000980	valley|channel of an intermittent stream	high		wadi		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q188025	salt lake	obo:ENVO_00000019	saline lake	wd:Q23397	lake	obo:ENVO_00000020|obo:ENVO_01001319	lake|saline water body	high		salt lake		[info(label,exact,downcase)]	[info(label,exact,downcase)]								
wd:Q189082	cell culture	obo:ENVO_02000008	cell culture	wd:Q357279	culture	obo:ENVO_02000007	tissue culture	high		cell culture		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q189259	asphalt concrete	obo:ENVO_01000459	asphalt concrete	wd:Q1049667	road surface	obo:ENVO_01000458	concrete	high		asphalt concrete		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q1897785	photovoltaic system	obo:ENVO_01000866	photovoltaic system	wd:Q557685	system	obo:ENVO_01000865	electric power system	high		photovoltaic system		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q190120	water vapor	obo:ENVO_01000266	water vapour	wd:Q255722|wd:Q283	vapor|water	obo:ENVO_01000797	gaseous environmental material	high		water vapor		[info(label,exact,downcase)]	[info(label,exact,downcase)]								
wd:Q1901620	pseudocrater	obo:ENVO_00000461	pseudocrater	wd:Q3240715	crater	obo:ENVO_00000309	depression	high		pseudocrater		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q190463	Lagrangian point	obo:ENVO_01001229	Lagrangian point	wd:Q17334923	location	obo:ENVO_01000408	environmental zone	high		lagrangian point		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q190771	bathroom	obo:ENVO_01000422	bathroom	wd:Q180516	room	obo:ENVO_01000426	room	high		bathroom		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q190946	desert climate	obo:ENVO_01000378	arid subtropical	wd:Q1330709	arid	obo:ENVO_01000205	subtropical	high		desert climate		[info(label,exact,downcase)]	[info(label,exact,downcase)]								
wd:Q191552	iron ore	obo:ENVO_02000096	iron ore	wd:Q102798|wd:Q11694395	ore|intermediate good	obo:ENVO_02000094	ore	high		iron ore		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q192196	mist	obo:ENVO_01001458	mist	wd:Q37477	fog	obo:ENVO_01001088|obo:ENVO_01000267	aerosolised liquids|atmosphere	high		mist		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q1924900	metallic material	obo:ENVO_01001069	metallic material	wd:Q214609	base material	obo:ENVO_00010483	environmental material	high		metallic material		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q192503	maar	obo:ENVO_00000245	maar	wd:Q109391	volcanic crater	obo:ENVO_00000514	crater	high		maar		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q192701	drumlin	obo:ENVO_00000276	drumlin	wd:Q54050	hill	obo:ENVO_00000083	hill	high		drumlin		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q192795	coke	obo:ENVO_2000044	coke	wd:Q1408429	solid fuel	obo:ENVO_02000091	coal	high		coke		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q192810	graben	obo:ENVO_00000290	graben	wd:Q271669|wd:Q35145263	landform|natural geographic object	obo:ENVO_00000309	depression	high		graben		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q193158	chernozem	obo:ENVO_00002237	chernozem	wd:Q36133	soil	obo:ENVO_00001998	soil	high		chernozem		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q1932127	claystone	obo:ENVO_01000270	claystone	wd:Q660019|wd:Q6931872	pelite|mudrock	obo:ENVO_01000271	clastic sedimentary rock	high		claystone		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q193457	mud volcano	obo:ENVO_00000402	mud volcano	wd:Q8072	volcano	obo:ENVO_00000247	volcano	high		mud volcano		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q1936429	hot tub	obo:ENVO_01000938	hot tub	wd:Q152095	bathtub	obo:ENVO_00003074	manufactured product	high		hot tub		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q194281	prairie	obo:ENVO_00000260	prairie	wd:Q1006733	grassland	obo:ENVO_00000106	grassland area	high		prairie		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q194408	nunatak	obo:ENVO_00000181	nunatak	wd:Q35145263	natural geographic object	obo:ENVO_00000480	peak	high		nunatak		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q194502	endorheic basin	obo:ENVO_00000551	endorheic basin	wd:Q166620	drainage basin	obo:ENVO_00000291	drainage basin	high		endorheic basin		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q195339	research station	obo:ENVO_00003919	research station	wd:Q1497375|wd:Q57951700	ensemble|research site	obo:ENVO_00000469	research facility	high		research station		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q1964913	phacolith	obo:ENVO_01000736	phacolith	wd:Q61041319	intrusion	obo:ENVO_01000525	rock intrusion	high		phacolith		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q2008316	polygenetic volcanic field	obo:ENVO_00000462	polygenetic volcanic field	wd:Q519105	volcanic field	obo:ENVO_00000354	volcanic field	high		polygenetic volcanic field		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q2024731	plumbing fixture	obo:ENVO_01000989	plumbing fixture	wd:Q1310239	component	obo:ENVO_00003074	manufactured product	high		plumbing fixture		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q2033428	mineral material	obo:ENVO_01000256	mineral material	wd:Q214609|wd:Q36133	base material|soil	obo:ENVO_01000814	solid environmental material	high		mineral material		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q203450	Palsa	obo:ENVO_00000489	palsa	wd:Q6554910	butte	obo:ENVO_01001568	frost heave	high		palsa		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q2042028	ravine	obo:ENVO_01000446	ravine	wd:Q631305|wd:Q75520	rock formation|plateau	obo:ENVO_00000100	valley	high		ravine		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q204324	crater lake	obo:ENVO_01001062	crater lake	wd:Q23397|wd:Q29025902	lake|volcanic landform	obo:ENVO_00000020|obo:ENVO_00000514	lake|crater	high		crater lake		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q205418	blizzard	obo:ENVO_01000903	blizzard	wd:Q1136525|wd:Q6823473	winter storm|meteorological disaster	obo:ENVO_01000881	snowstorm	high		blizzard		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q205901	circumbinary planet	obo:ENVO_01001153	circumbinary planet	wd:Q44559	extrasolar planet	obo:ENVO_01000800	planet	high		circumbinary planet		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q20725213	Hair ice	obo:ENVO_01000847	hair ice	wd:Q23392	ice	obo:ENVO_01000277|obo:ENVO_01000197	water ice|broadleaf forest biome	high		hair ice		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q20755687	tropical	obo:ENVO_01000204	tropical	wd:Q3715160	suiting	obo:ENVO_01000203	environmental condition	high		tropical		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q20825863	Cryosol	obo:ENVO_00002236	cryosol	wd:Q36133	soil	obo:ENVO_00001998|obo:ENVO_00000134	soil|permafrost	high		cryosol		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q208791	aquifer	obo:ENVO_00012408	aquifer	wd:Q2551525	water reservoir	obo:ENVO_01001275	solid layer	high		aquifer		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q20905436	Ramsar site	obo:ENVO_00000365	Ramsar site	wd:Q170321|wd:Q386426|wd:Q473972	wetland|natural heritage|protected area	obo:ENVO_00000363	area designated as a nature reserve	high		ramsar site		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q209233	thermal energy	obo:ENVO_2000032	thermal energy	wd:Q11379	energy	obo:ENVO_2000017	kinetic energy	high		thermal energy		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q209245	tephra	obo:ENVO_01000660	tephra	wd:Q11566872	pyroclastic material	obo:ENVO_00010483	environmental material	high		tephra		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q209333	oxbow lake	obo:ENVO_00000202	oxbow lake	wd:Q180537|wd:Q23397	meander|lake	obo:ENVO_00000020	lake	high		oxbow lake		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q20963647	silica dust	obo:ENVO_01001282	silica dust	wd:Q165632|wd:Q414909	dust|silicon monoxide	obo:ENVO_00002008	dust	high		silica dust		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q20963656	cotton dust	obo:ENVO_02000108	cotton dust	wd:Q11457|wd:Q21073024	cotton|flammable solid	obo:ENVO_02000109	dust from plant parts	high		cotton dust		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q20963940	vanadium fume	obo:ENVO_02000115	vanadium fume	wd:Q255722|wd:Q722	vapor|vanadium	obo:ENVO_02000112	fume	high		vanadium fume		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q20966405	paraffin wax fume	obo:ENVO_02000114	paraffin wax fume	wd:Q177540|wd:Q255722	paraffin wax|vapor	obo:ENVO_02000112	fume	high		paraffin wax fume		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q211302	glacial lake	obo:ENVO_00000488	glacial lake	wd:Q23397	lake	obo:ENVO_00000020	lake	high		glacial lake		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q212057	shield volcano	obo:ENVO_00000403	shield volcano	wd:Q8072	volcano	obo:ENVO_00000247	volcano	high		shield volcano		[info(label,label,downcase)]	[info(label,label,downcase)]								
wd:Q212082	infrasound	obo:ENVO_01001566	infrasound	wd:Q3882459	acoustic wave	obo:ENVO_01001027	acoustic radiation	high		infrasound		[info(label,label,downcase)]	[info(label,label,downcase)]								
